noise_mag,rx_I,rx_Q
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
0,-1943,-1943
0,-1943,-648
0,-1943,648
0,-1943,1943
0,-648,-1943
0,-648,-648
0,-648,648
0,-648,1943
0,648,-1943
0,648,-648
0,648,648
0,648,1943
0,1943,-1943
0,1943,-648
0,1943,648
0,1943,1943
16,-1928,-1928
16,-1928,-633
16,-1913,663
16,-1946,1942
16,-638,-1929
16,-644,-652
16,-640,641
16,-648,1930
16,649,-1953
16,635,-619
16,670,658
16,645,1948
16,1969,-1981
16,1947,-659
16,1935,627
16,1928,1933
16,-1957,-1931
16,-1955,-640
16,-1950,632
16,-1972,1928
16,-673,-1972
16,-665,-658
16,-666,614
16,-668,1923
16,609,-1967
16,602,-648
16,636,632
16,656,1944
16,1991,-1956
16,1976,-642
16,1977,660
16,1947,1936
16,-1918,-1941
16,-1924,-644
16,-1937,656
16,-1931,1927
16,-639,-1958
16,-645,-661
16,-641,638
16,-617,1956
16,678,-1932
16,661,-658
16,659,612
16,670,1920
16,1971,-1956
16,1951,-641
16,1976,647
16,1930,1941
16,-1969,-1931
16,-1979,-640
16,-1951,633
16,-1958,1945
16,-677,-1922
16,-642,-669
16,-652,639
16,-671,1941
16,619,-1946
16,622,-638
16,613,621
16,611,1922
16,1918,-1969
16,1910,-667
16,1894,643
16,1894,1933
16,-1976,-1946
16,-1960,-622
16,-1928,653
16,-1945,1937
16,-635,-1939
16,-606,-671
16,-628,635
16,-639,1933
16,651,-1914
16,638,-606
16,645,669
16,643,1921
16,1949,-2002
16,1939,-654
16,1951,700
16,1928,1984
16,-1940,-1909
16,-1952,-627
16,-1976,642
16,-1960,1931
16,-665,-1950
16,-681,-646
16,-666,668
16,-652,1952
16,657,-1957
16,650,-644
16,637,657
16,658,1961
16,1931,-1938
16,1935,-653
16,1912,639
16,1913,1957
16,-1971,-1915
16,-1950,-624
16,-1956,665
16,-1921,1946
16,-635,-1937
16,-638,-619
16,-643,642
16,-653,1915
16,639,-1951
16,615,-663
16,646,635
16,628,1918
16,1919,-1928
16,1927,-617
16,1912,662
16,1913,1956
16,-1955,-1949
16,-1934,-643
16,-1940,658
16,-1953,1931
16,-636,-1935
16,-638,-631
16,-612,682
16,-640,1963
16,632,-1950
16,648,-629
16,649,639
16,650,1925
16,1979,-1962
16,1984,-670
16,1978,653
16,1949,1937
16,-1947,-1954
16,-1966,-637
16,-1956,655
16,-1936,1958
16,-650,-1913
16,-635,-652
16,-605,657
16,-609,1962
16,663,-1921
16,662,-635
16,628,659
16,624,1949
16,1960,-1930
16,1929,-638
16,1948,652
16,1937,1935
16,-1923,-1958
16,-1950,-646
16,-1972,652
16,-1952,1920
16,-665,-1973
16,-681,-660
16,-682,656
16,-684,1928
16,657,-1941
16,650,-611
16,668,659
16,656,1966
16,1943,-1929
16,1911,-652
16,1944,625
16,1930,1929
16,-1969,-1938
16,-1979,-669
16,-1950,623
16,-1973,1943
16,-676,-1911
16,-671,-632
16,-646,632
16,-627,1943
16,658,-1942
16,668,-646
16,672,653
16,680,1922
16,1976,-1969
16,1977,-652
16,1947,624
16,1951,1928
16,-1942,-1957
16,-1940,-660
16,-1952,624
16,-1929,1944
16,-604,-1909
16,-623,-643
16,-629,642
16,-625,1915
16,662,-1934
16,660,-630
16,657,653
16,635,1954
16,1934,-1953
16,1942,-652
16,1926,641
16,1941,1945
16,-1946,-1938
16,-1949,-605
16,-1971,686
16,-1967,1956
16,-664,-1916
16,-647,-657
16,-692,630
16,-672,1939
16,632,-1951
16,648,-663
16,632,651
16,633,1965
16,1961,-1931
16,1933,-624
16,1939,633
16,1919,1946
16,-1975,-1936
16,-1927,-649
16,-1926,646
16,-1941,1939
16,-627,-1934
16,-621,-662
16,-642,621
16,-651,1938
16,642,-1937
16,637,-636
16,643,656
16,639,1959
16,1958,-1942
16,1974,-646
16,1974,636
16,1974,1920
16,-1928,-1957
16,-1944,-644
16,-1960,640
16,-1976,1928
16,-682,-1989
16,-668,-675
16,-687,627
16,-662,1918
16,652,-1944
16,689,-665
16,666,646
16,620,1955
16,1920,-1934
16,1945,-677
16,1931,623
16,1935,1910
16,-1926,-1977
16,-1925,-636
16,-1923,656
16,-1951,1944
16,-647,-1940
16,-677,-626
16,-642,661
16,-667,1953
16,642,-1938
16,652,-638
16,641,653
16,650,1938
16,1948,-1952
16,1969,-681
16,1948,630
16,1922,1923
16,-1953,-1950
16,-1930,-645
16,-1933,655
16,-1954,1941
16,-654,-1947
16,-660,-655
16,-656,650
16,-647,1932
16,651,-1948
16,622,-657
16,613,646
16,627,1924
16,1918,-1948
16,1942,-658
16,1941,660
16,1972,1903
16,-1917,-1974
16,-1922,-678
16,-1917,637
16,-1939,1938
16,-639,-1984
16,-629,-681
16,-610,614
16,-636,1940
16,656,-1917
16,680,-627
16,665,675
16,651,1949
16,1950,-1963
16,1957,-672
16,1987,616
16,1952,1944
16,-1941,-1940
16,-1922,-673
16,-1933,662
16,-1955,1924
16,-671,-1949
16,-662,-627
16,-643,642
16,-637,1932
16,654,-1932
16,660,-657
16,657,662
16,666,1956
16,1931,-1948
16,1920,-642
16,1930,629
16,1917,1937
16,-1962,-1939
16,-1965,-656
16,-1970,649
16,-1948,1929
16,-658,-1939
16,-635,-639
16,-653,634
16,-610,1931
16,676,-1934
16,673,-645
16,651,654
16,670,1955
16,1987,-1935
16,1968,-648
16,1945,665
16,1964,1945
16,-1900,-1938
16,-1921,-638
16,-1946,653
16,-1948,1970
16,-641,-1920
16,-633,-634
16,-650,677
16,-651,1954
16,627,-1968
16,639,-664
16,679,648
16,646,1943
16,1939,-1943
16,1935,-616
16,1911,649
16,1943,1945
16,-1958,-1954
16,-1940,-654
16,-1952,669
16,-1961,1970
16,-684,-1920
16,-671,-634
16,-661,661
16,-658,1969
16,629,-1922
16,642,-654
16,652,637
16,689,1938
16,1961,-1952
16,1948,-665
16,1937,631
16,1947,1925
16,-1934,-1931
16,-1957,-640
16,-1986,649
16,-1964,1929
16,-674,-1970
16,-651,-669
16,-686,623
16,-659,1910
16,642,-1977
16,652,-667
16,641,642
16,635,1963
16,1950,-1935
16,1957,-647
16,1956,666
16,1954,1979
16,-1920,-1935
16,-1928,-615
16,-1928,666
16,-1945,1963
16,-652,-1903
16,-639,-632
16,-662,664
16,-674,1976
16,628,-1908
16,624,-625
16,632,678
16,632,1939
16,1928,-1935
16,1929,-663
16,1931,619
16,1936,1934
16,-1956,-1961
16,-1936,-636
16,-1928,657
16,-1927,1930
16,-648,-1937
16,-648,-667
16,-648,643
16,-616,1918
16,649,-1944
16,651,-697
16,639,614
16,646,1923
16,1955,-1951
16,1952,-632
16,1961,649
16,1979,1945
16,-1918,-1938
16,-1941,-621
16,-1939,655
16,-1935,1957
16,-648,-1963
16,-647,-639
16,-645,651
16,-689,1965
16,646,-1946
16,645,-669
16,642,670
16,653,1940
16,1953,-1949
16,1931,-660
16,1919,656
16,1911,1944
16,-1926,-1909
16,-1925,-660
16,-1938,641
16,-1933,1962
16,-660,-1936
16,-655,-633
16,-662,631
16,-675,1974
16,675,-1976
16,639,-649
16,631,646
16,631,1940
16,1942,-1933
16,1941,-627
16,1923,626
16,1919,1980
16,-1958,-1916
16,-1973,-641
16,-1939,647
16,-1950,1926
16,-645,-1961
16,-626,-651
16,-636,658
16,-623,1963
16,667,-1918
16,654,-629
16,676,670
16,657,1939
16,1962,-1950
16,1949,-662
16,1940,653
16,1954,1953
16,-1905,-1939
16,-1915,-640
16,-1951,665
16,-1958,1962
16,-645,-1889
16,-642,-620
16,-635,688
16,-638,1992
16,669,-1941
16,658,-644
16,637,624
16,675,1928
16,1949,-1957
16,1923,-660
16,1936,657
16,1946,1945
16,-1952,-1954
16,-1945,-653
16,-1931,638
16,-1935,1924
16,-631,-1948
16,-646,-641
16,-643,679
16,-654,1942
16,653,-1961
16,659,-667
16,654,626
16,645,1948
16,1954,-1948
16,1965,-641
16,1972,647
16,1985,1925
16,-1906,-1963
16,-1932,-656
16,-1936,665
16,-1960,1929
16,-666,-1954
16,-651,-669
16,-670,639
16,-691,1957
16,643,-1946
16,639,-622
16,631,636
16,631,1935
16,1942,-1942
16,1941,-630
16,1924,652
16,1970,1968
16,-1936,-1924
16,-1929,-641
16,-1947,646
16,-1935,1971
16,-648,-1918
16,-632,-630
16,-663,653
16,-645,1937
16,655,-1955
16,630,-655
16,629,650
16,627,1947
16,1917,-1967
16,1923,-663
16,1919,618
16,1927,1931
16,-1958,-1967
16,-1941,-664
16,-1938,617
16,-1932,1930
16,-626,-1936
16,-604,-650
16,-623,645
16,-630,1921
16,653,-1939
16,658,-671
16,669,635
16,675,1933
16,1949,-1946
16,1939,-669
16,1951,638
16,1959,1956
16,-1942,-1932
16,-1941,-626
16,-1954,660
16,-1964,1951
16,-673,-1926
16,-650,-629
16,-668,654
16,-672,1955
16,633,-1903
16,618,-616
16,653,681
16,642,1962
16,1947,-1935
16,1967,-632
16,1960,664
16,1977,1959
16,-1938,-1943
16,-1948,-648
16,-1953,633
16,-1947,1914
16,-671,-1952
16,-662,-633
16,-660,662
16,-640,1940
16,649,-1949
16,666,-644
16,668,672
16,657,1959
16,1962,-1911
16,1950,-631
16,1941,683
16,1924,1949
16,-1965,-1914
16,-1955,-654
16,-1934,653
16,-1956,1921
16,-657,-1939
16,-665,-640
16,-649,649
16,-650,1946
16,660,-1952
16,657,-634
16,651,661
16,654,1955
16,1908,-1919
16,1906,-648
16,1949,632
16,1955,1943
16,-1919,-1942
16,-1911,-630
16,-1942,652
16,-1925,1935
16,-628,-1942
16,-639,-661
16,-677,638
16,-673,1923
16,615,-1967
16,615,-631
16,631,650
16,662,1948
16,1956,-1949
16,1921,-660
16,1947,657
16,1935,1947
16,-1942,-1935
16,-1956,-632
16,-1936,664
16,-1944,1975
16,-634,-1942
16,-668,-646
16,-655,653
16,-646,1954
16,653,-1921
16,658,-620
16,637,673
16,626,1929
16,1931,-1954
16,1936,-654
16,1946,636
16,1934,1903
16,-1944,-1959
16,-1944,-631
16,-1945,651
16,-1915,1935
16,-639,-1959
16,-646,-648
16,-644,616
16,-639,1943
16,667,-1942
16,639,-646
16,614,685
16,629,1954
16,1954,-1921
16,1934,-636
16,1957,672
16,1939,1960
16,-1950,-1924
16,-1941,-641
16,-1938,662
16,-1979,1972
16,-672,-1917
16,-664,-628
16,-648,657
16,-712,1930
16,601,-1953
16,650,-636
16,637,641
16,626,1946
16,1964,-1953
16,1969,-667
16,1948,658
16,1953,1995
16,-1939,-1887
16,-1967,-631
16,-1942,666
16,-1924,1931
16,-642,-1918
16,-667,-630
16,-637,668
16,-641,1952
16,662,-1909
16,644,-628
16,657,640
16,650,1959
16,1917,-1910
16,1891,-630
16,1935,685
16,1895,1985
16,-1974,-1923
16,-1941,-640
16,-1939,633
16,-1934,1945
16,-630,-1970
16,-643,-670
16,-622,621
16,-611,1922
16,658,-1936
16,621,-650
16,658,629
16,653,1921
16,1954,-1971
16,1918,-687
16,1942,619
16,1941,1933
16,-1946,-1931
16,-1932,-655
16,-1904,650
16,-1928,1948
16,-634,-1948
16,-636,-658
16,-623,613
16,-629,1921
16,670,-1907
16,661,-623
16,643,667
16,655,1966
16,1909,-1944
16,1924,-649
16,1937,630
16,1947,1971
16,-1934,-1919
16,-1924,-664
16,-1920,665
16,-1945,1961
16,-651,-1970
16,-653,-638
16,-657,669
16,-666,1953
16,629,-1954
16,643,-654
16,639,637
16,663,1922
16,1942,-1952
16,1957,-633
16,1987,647
16,1967,1941
16,-1927,-1946
16,-1910,-654
16,-1941,636
16,-1954,1935
16,-653,-1943
16,-673,-647
16,-666,650
16,-651,1947
16,643,-1919
16,655,-599
16,647,650
16,663,1915
16,1957,-1967
16,1956,-663
16,1986,634
16,1950,1948
16,-1961,-1932
16,-1946,-658
16,-1932,677
